TIPO_AGENTE,NOMBRE_COMERCIAL,RAZON_SOCIAL,ESTADO_AGENTE,DEPARTAMENTO,MUNICIPIO,CODIGO_MUNICIPIO_DANE,LATITUD,LONGITUD
DISTRIBUIDOR COMERCIALIZADOR DE GAS,LA MELISSA,HERNÁNDEZ OSPINA MARÍA ESPERANZA,INACTIVO,CALDAS,LA DORADA,17380,5.4608340263,-74.6688156128
ESTACION DE SERVICIO DE GNCV,AGAS GAS NATURAL VEHÍCULAR,DIALOGAR S.A.,INACTIVO,CALDAS,CHINCHINA,17174,4.985227108,-75.6075286865
COMERCIALIZADOR DE EQUIPOS,RENAULT SOCIEDAD DE FABRICACIÓN DE AUTOMOTORES S.A.S. RENAULT SOFASA S.A.S.,RENAULT SOCIEDAD DE FABRICACIÓN DE AUTOMOTORES S.A.S. RENAULT SOFASA S.A.S.,ACTIVO,ANTIOQUIA,ENVIGADO,05266,6.166695118,-75.5821914673
TALLER DE CONVERSION,CENTRO INTEGRAL DE SERVICIOS Y ADAPTACION GNV SAS,CENTRO INTEGRAL DE SERVICIOS Y ADAPTACION GNV SAS,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO MATAMUNDO,DISTRILUBRICANTES SAS,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO TERPEL GNV RÍO  CÓRDOBA,MASSER S.A.S.,ACTIVO,MAGDALENA,CIENAGA,47189,11.0066537857,-74.2412872314
COMERCIALIZADOR DE EQUIPOS,CARIBEMOTOR DE MEDELLIN SAS,CARIBEMOTOR DE MEDELLIN SAS,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS MATAMUNDO,MAXIGAS S.A.S,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
ESTACION DE SERVICIO DE GNCV,ESTACIÓN URBINA GAZEL,DISCOMBUSTIBLES SAS – DISCOM SAS,ACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
TALLER DE CONVERSION,SURAGAS PRIBBENOW,SURAGAS SA,INACTIVO,CESAR,LA JAGUA DE IBIRICO,20400,9.5637521744,-73.3341445923
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO ECOS SAN ANTONIO,METROPOLITANA DE COMBUSTIBLES SAS,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO GNV LAS VEGAS,MASSER S.A.S.,INACTIVO,ANTIOQUIA,ENVIGADO,05266,6.166695118,-75.5821914673
TALLER DE CONVERSION,AUTOGAS GAS NATURAL VEHICULAR SAS,AUTOGAS GAS NATURAL VEHICULAR SAS,INACTIVO,VALLE DEL CAUCA,TULUA,76834,4.0853991508,-76.1977310181
ESTACION DE SERVICIO DE GNCV,SUPER STATION BULEVAR LA 19,COMERCIAL AVANADE S.A.S,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO SOTRAM S.A.,SOCIEDAD OPERADORA DE TRANSPORTE MULTIMODAL S.A,ACTIVO,CUNDINAMARCA,MADRID,25430,4.732790947,-74.2658538818
ESTACION DE SERVICIO DE GNCV,SERVITECA SAN PEDRO - GAS NATURAL VEHICULAR,REYES MONSALVE HELENA,ACTIVO,SANTANDER,PIEDECUESTA,68547,6.9972448349,-73.0547943115
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL VILLANUEVA - GNV,DISTRIBUCIONES DE COMBUSTIBLES LUBRICANTES Y SPA S.A.S.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LA VILLA,LOAIZA MARTINEZ MARIA ARNEDIS,INACTIVO,CALDAS,VILLAMARIA,17873,5.0389251709,-75.5024871826
DISTRIBUIDOR COMERCIALIZADOR DE GAS,PETROMIL GAS S.A.S E.S.P,PETROMIL GAS S.A.S. E.S.P.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,PETROMIL GAS S.A.S E.S.P,PETROMIL GAS S.A.S. E.S.P.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIOS LOS MANGOS,GASES Y COMBUSTIBLES LOS MANGOS S.A.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
TALLER DE CONVERSION,ULTRAGAS VEHICULAR MOSQUERA S.A.S,ULTRAGAS VEHICULAR S.A.S,ACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
ESTACION DE SERVICIO DE GNCV,INVERSIONES SISE GARCÍA S.C.A.,INVERSIONES SISE GARCÍA S.C.A.,INACTIVO,VALLE DEL CAUCA,FLORIDA,76275,3.3241178989,-76.2341995239
ESTACION DE SERVICIO DE GNCV,E.D.S. LA ESPERANZA,HL OPERADORES S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
COMERCIALIZADOR DE EQUIPOS,SANAUTOS SA,SANAUTOS S.A.,INACTIVO,SANTANDER,BARRANCABERMEJA,68081,7.0648570061,-73.8492431641
TALLER DE CONVERSION,VEHIGAS DEL OTUN SAS,VEHIGAS DEL OTUN SAS,ACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,EDS SANTA HELENA,SANTA HELENA PEREIRA S.A.,ACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO ZONA Y LA ISLA,MANTILLA & ROJAS S.A.S.,INACTIVO,SANTANDER,SAN GIL,68679,6.5519518852,-73.1347732544
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LÓPEZ MANIZALES,MULTISERVICIOS PANAMERICANA S.A.,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
TALLER DE CONVERSION,FABRILGAS,FRANCISCO ANTONIO ABRIL LARROTA,INACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
COMERCIALIZADOR DE EQUIPOS,DISTRIBUIDORA LOS COCHES LA SABANA,DISTRIBUIDORA LOS COCHES LA SABANA S.A.S,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
COMERCIALIZADOR DE EQUIPOS,DISTRIBUIDORA LOS COCHES LA SABANA,DISTRIBUIDORA LOS COCHES LA SABANA S.A.S,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
COMERCIALIZADOR DE EQUIPOS,DISTRIBUIDORA LOS COCHES LA SABANA,DISTRIBUIDORA LOS COCHES LA SABANA S.A.S,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
ESTACION DE SERVICIO DE GNCV,ESTACIÓN PIE DE LA POPA,COMERCIALIZADORA PIE DE LA POPA S.A,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
TALLER DE CONVERSION,RODAR Y RODAR APARTADO,RODAR Y RODAR SAS,INACTIVO,ANTIOQUIA,APARTADO,05045,7.8829679489,-76.6252822876
ESTACION DE SERVICIO DE GNCV,AUTOSERVICIO LA PORTADA,INVERSIONES SISE GARCÍA S.C.A.,ACTIVO,VALLE DEL CAUCA,FLORIDA,76275,3.3241178989,-76.2341995239
IMPORTADOR DE VEHICULOS,DIEGO FERNANDO OSORIO HERRERA,DIEGO FERNANDO OSORIO HERRERA,INACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
ESTACION DE SERVICIO DE GNCV,EDS AUTOGAS CRUCE MOSQUERA,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIOS LAS PALMERAS PALMIRA,INVERSIONES MOTTA MOTTA S.A.,INACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS MIROLINDO,TORRES ARIAS JACINTO,INACTIVO,TOLIMA,IBAGUE,73001,4.4322481155,-75.1942520142
ESTACION DE SERVICIO DE GNCV,EDS ZENCAR SANTANDER DE Q,DISTRIBUCIONES HERNANDEZ GOMEZ LTDA,INACTIVO,CAUCA,SANTANDER DE QUILICHAO,19698,3.0150079727,-76.4851379395
ESTACION DE SERVICIO DE GNCV,EDS GAZEL AVENIDA DEL RIO,MASSER S.A.S.,INACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERNERA GNV,GUZMAN ESPINOSA SERVICES SAS,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,EDS ESSO AUTOPISTA MEDELLÍN,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,CUNDINAMARCA,COTA,25214,4.8125638962,-74.1025695801
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS AUTOMOTRIZ MONTERREY,GAVIRIA UPEGUI Y CIA S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS BARRIO NUEVO,GRUPO EMPRESARIAL LAS PALMAS S.A.S.,ACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
TALLER DE CONVERSION,TALLER FUELGAS,JORGE REINEL DURAN LOPEZ Y/O TALLER FUELGAS,ACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO EL ROSAL PEREIRA,GAS Y COMBUSTIBLE VEHICULAR S.A.,ACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM CANDILEJAS,DISTRACOM S.A.,ACTIVO,ANTIOQUIA,CAUCASIA,05154,7.9772782326,-75.1979980469
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS P-900,DISTRIBUCIONES P-900 H & C LA TERMINAL S.A.S.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO BIZERTA,COMBURED SAS,INACTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,3.9007360935,-76.2989807129
ESTACION DE SERVICIO DE GNCV,CERVECERIA DE BUCARAMANGA,BAVARIA & CIA S.C.A,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,EDS COESCO AURES,COESCO COLOMBIA SAS,INACTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,3.9007360935,-76.2989807129
TALLER DE CONVERSION,FULLMOTOR GNV,INGRID CATALINA PEREZ CASTELLANOS,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL JARDIN TG,LOAIZA ACEVEDO HERNAN DE JESUS,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,EDS GNV EL TIGRE,EDS CARIBEMAR S.A.S.,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
TALLER DE CONVERSION,ELECTROGAS IBAGUÉ,ORJUELA AGUIRRE EDWIN EDUARDO,ACTIVO,TOLIMA,IBAGUE,73001,4.4322481155,-75.1942520142
ESTACION DE SERVICIO DE GNCV,EDS SAGAS NEIVA,HENAO VALENCIA CESAR HERNANDO,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO CALDAS,BOTERO SÁNCHEZ JOSÉ FERNANDO,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
TALLER DE CONVERSION,GNV SAN PEDRO SAS,GNV SAN PEDRO S.A.S,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIOS BARRANQUILLA,DESTBLAN S. EN C.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,ZULMA JOHANA MEDINA GONZALEZ  Y/O EXIGAS,MEDINA GONZALEZ ZULMA JOHANA,ACTIVO,BOYACA,TUNJA,15001,5.5398797989,-73.3555374146
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO GNV MI ISLA S.A.S.,ESTACIÓN DE SERVICIO GNV MI ISLA S.A.S.,INACTIVO,SANTANDER,PIEDECUESTA,68547,6.9972448349,-73.0547943115
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIOS EPM BELÉN,EMPRESAS PUBLICAS DE MEDELLIN ESP,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,SERVICENTRO LAS FLORES,PRADA GOMEZ PANTALEON,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,E.D.S. AVENIDA,DISTRIBUIDORA DE COMBUSTIBLES LOS ANGELES S.A.,INACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO GNV RIO,MASSER S.A.S.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS TERPEL EL BOSQUE GNV,BIOCOMBUSTIBLES MDG S.A.S.,ACTIVO,SANTANDER,FLORIDABLANCA,68276,7.0723290443,-73.099105835
ESTACION DE SERVICIO DE GNCV,ESTACION MARBELLA S.A.,ESTACION MARBELLA S.A.,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,EDS PUERTO SALGAR,GALON SAS,ACTIVO,CUNDINAMARCA,PUERTO SALGAR,25572,5.4654130936,-74.6536941528
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO AGUA DULCE,INVERSIONES TROUT LASTRA S.A.S.,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LA REINA,COMBUSTIBLES UNIGAS S.A.S,ACTIVO,BOYACA,CHIQUINQUIRA,15176,5.6137900352,-73.8187484741
ESTACION DE SERVICIO DE GNCV,EL PEGASO,COMBUSTIBLES UNIGAS S.A.S,ACTIVO,BOYACA,SOTAQUIRA,15763,5.7649860382,-73.2465820312
ESTACION DE SERVICIO DE GNCV,SUPER STATION GRANABASTOS,COMERCIALIZADORA DE COMBUSTIBLES Y GASES DEL CARIBE S.A.S.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,EDS TERPEL EL TINTAL GNV,INVERSIONES CICA S.A.S.,INACTIVO,QUINDIO,ARMENIA,63001,4.5359802246,-75.6807861328
ESTACION DE SERVICIO DE GNCV,SISTEMA INTEGRADO DE TRANSPORTE DE VALLEDUPAR S.A.S.,SISTEMA INTEGRADO DE TRANSPORTE DE VALLEDUPAR S.A.S.,ACTIVO,CESAR,VALLEDUPAR,20001,10.4604721069,-73.2593994141
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS LA RENOVACION,ESTACION DE SERVICIO LA RENOVACION S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS GNV LA CEIBA,MASSER S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO AUTOMOTRIZ SERVICENTRO SAN BENITO,SERVICENTRO SAN BENITO LIMITADA.,INACTIVO,ATLANTICO,SANTO TOMAS,08685,10.7587347031,-74.7578582764
ESTACION DE SERVICIO DE GNCV,EDS GASXI TAYRONA,MASSER S.A.S.,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,EDS GASXI TAYRONA,MASSER S.A.S.,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO ARANZOQUE,SIGA OIL S.A.,ACTIVO,SANTANDER,FLORIDABLANCA,68276,7.0723290443,-73.099105835
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO ZONA Y LA ISLA,MANTILLA & ROJAS S.A.S.,INACTIVO,SANTANDER,SAN GIL,68679,6.5519518852,-73.1347732544
COMERCIALIZADOR DE EQUIPOS,HANDS SUPPORT SAS,HANDS SUPPORT SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,ULTRAGAS VEHICULAR MOSQUERA S.A.S.,ULTRAGAS VEHICULAR S.A.S,INACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
TALLER DE CONVERSION,VALGAS SAS SANTA MARTA,VALGA SAS,ACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO ESSO ACOPI,"OPERADORES DE ESTACIONES DE SERVICIO LTDA ""OPES LTDA""",INACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
DISTRIBUIDOR COMERCIALIZADOR DE GAS,INVERSIONES GLOBALES JJ S.A.S,INVERSIONES GLOBALES JJ S.A.S,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,EDS PRIMAVERA,COMBUSTIBLES LA PRIMAVERA CAJICA SAS,INACTIVO,CUNDINAMARCA,CAJICA,25126,4.9200091362,-74.0229797363
TALLER DE CONVERSION,NATURAL MOTOS,NATURAL MOTOS SAS,INACTIVO,ANTIOQUIA,ENVIGADO,05266,6.166695118,-75.5821914673
TALLER DE CONVERSION,L.L GAS VEHICULAR LTDA U.,L.L. GAS VEHICULAR LTDA U.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,CHIA EDS - GNV,AGUILAR GOMEZ OCHOA SAS,ACTIVO,CUNDINAMARCA,CHIA,25175,4.866508007,-74.0500030518
ESTACION DE SERVICIO DE GNCV,E.D.S. PEÑAS DEL RIO S.A.S.,INVERSALDAÑA S.A.S.,INACTIVO,TOLIMA,SALDAÑA,73671,3.9298150539,-75.0168533325
ESTACION DE SERVICIO DE GNCV,E.D.S. PEÑAS DEL RIO S.A.S.,INVERSALDAÑA S.A.S.,INACTIVO,TOLIMA,SALDAÑA,73671,3.9298150539,-75.0168533325
TALLER DE CONVERSION,MOBILGAS DEL CARIBE S.A.S,MOBILGAS DEL CARIBE S.A.S,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
TALLER DE CONVERSION,SOLUGAS MONTERIA ASOCIADOS SAS,SOLUGAS MONTERIA ASOCIADOS SAS,INACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO EL PORVENIR,INVERSIONES DEL CAMINO S.A.S,INACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL TRIANGULO YOPAL,OPERADOR ALIA SAS,ACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
TALLER DE CONVERSION,CENTRO DE CONVERSIÓN A GAS NATURAL VEHÍCULAR POWER GAS NEIVA S.A.S.,CENTRO DE CONVERSIÓN A GAS NATURAL VEHÍCULAR POWER GAS NEIVA S.A.S,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
COMERCIALIZADOR DE EQUIPOS,SERVICIOS Y NEGOCIOS DEL CAUCA,SERVICIOS Y NEGOCIOS DEL CAUCA,INACTIVO,CAUCA,POPAYAN,19001,2.4596409798,-76.5993804932
TALLER DE CONVERSION,SURAGAS SA,SURAGAS SA,INACTIVO,CESAR,LA JAGUA DE IBIRICO,20400,9.5637521744,-73.3341445923
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SERVIYARIMA,SERVIYARIMA SAS,INACTIVO,SANTANDER,BARRANCABERMEJA,68081,7.0648570061,-73.8492431641
ESTACION DE SERVICIO DE GNCV,E.D.S. SERVIGAS DEL CARIBE,SERVICOMBUSTIBLES DEL CARIBE S.A.S,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO METROPOLITANA,ESTACION DE SERVICIO METROPOLITANA DE DOSQUEBRADAS S.A.,ACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
ESTACION DE SERVICIO DE GNCV,EDS TERPEL NORTE GNV,DISTRIBUCIONES AGUIRRE SIERRA S.A.S.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO VILLA DE SAN DIEGO,MONTAÑO VALERO GABRIEL FRANCISCO,INACTIVO,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,25843,5.3074631691,-73.8143692017
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO PUERTO CALDAS,GASES JEMAYJO S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO EL MEZCAL,DOING COMPANY S.A.,ACTIVO,META,CUMARAL,50226,4.2700419426,-73.4870529175
TALLER DE CONVERSION,GNV SEGURALLANTAS,LOPEZ ORJUELA MIGUEL ANTONIO,ACTIVO,TOLIMA,IBAGUE,73001,4.4322481155,-75.1942520142
ESTACION DE SERVICIO DE GNCV,EDS GNV PALMAS DE AGUACHICA,MASSER S.A.S.,ACTIVO,CESAR,AGUACHICA,20011,8.3068113327,-73.6140289307
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO AUTOPRO DORADO,RIVERA BRAVA S.A.S,INACTIVO,VALLE DEL CAUCA,JAMUNDI,76364,3.2587509155,-76.5384750366
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO POTRERO GRANDE,OTROGAS S.A.S.,ACTIVO,CUNDINAMARCA,SOACHA,25754,4.5792679787,-74.215461731
DISTRIBUIDOR COMERCIALIZADOR DE GAS,CALDAS MOTOR S.A.,CALDAS MOTOR S.A.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
TALLER DE CONVERSION,ORREGO ZULUAGA JUAN ESTEBAN,ORREGO ZULUAGA JUAN ESTEBAN,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,SUPER GAS 18,RUGUELO S.A.S.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,EDS CAMPO ALEGRE GNV,MASSER S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO LA ALBORADA,ESTACION DE SERVICIO LA ALBORADA LIMITADA,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRIZ PUENTE BOLIVAR,ESTACION DE SERVICIO PUENTE BOLIVAR S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIOS BELLO HORIZONTE,TRUCHA S.A.S,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,CO & GASES S.A.,COMBUSTIBLES Y GASES S.A.,INACTIVO,TOLIMA,ARMERO,73055,5.0307440758,-74.884437561
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO LA FLORESTA,METROPOLITANA DE COMBUSTIBLES SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,TALLER CLINIGAS COROZAL SAS,TALLER CLINIGAS COROZAL SAS,ACTIVO,SUCRE,COROZAL,70215,9.3187494278,-75.2930450439
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO MADEROS,RAMIREZ GUTIERREZ SERGIO ANTONIO,ACTIVO,ANTIOQUIA,BELLO,05088,6.3335871696,-75.5552444458
ESTACION DE SERVICIO DE GNCV,EDS DE GNCV GCC-AGUA AZUL,GAS COMPRIMIDO DE COLOMBIA S.A.,INACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
IMPORTADOR DE EQUIPOS,CARGO LOGISTIC SERVICES S.A.S.,CARGO LOGISTIC SERVICES S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ENERCAP,ENERCAP,INACTIVO,SANTANDER,FLORIDABLANCA,68276,7.0723290443,-73.099105835
ESTACION DE SERVICIO DE GNCV,EDS TERPEL TERMINAL TRANSPORTES DE MANIZALES - GNV,CODICOM COMBUSTIBLES S.A.S.,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
LABORATORIO DE PRUEBAS HIDROSTATICAS,CONMGAS S.A.S.,CONTROL METROLOGICO Y GAS S.A.S.,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,EDS ESSO PRADO,MULTIFONDOS SAIEH S.A.S,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS TERPEL BOSTON - GNV,OPERACIONES Y SERVICIOS TECNICOS SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO DISTRACOM RIO SINU,DISTRACOM S.A.,ACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
ESTACION DE SERVICIO DE GNCV,SUPER ESTACION GAS LA CIRCUNVALAR,DISTRIBUIDORA MUNDIAL DE COMBUSTIBLES S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
