TIPO_AGENTE,NOMBRE_COMERCIAL,RAZON_SOCIAL,ESTADO_AGENTE,DEPARTAMENTO,MUNICIPIO,CODIGO_MUNICIPIO_DANE,LATITUD,LONGITUD
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ZETAGAS SAS,ESTACION DE SERVICIO ZETA GAS S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ZETAGAS SAS,ESTACION DE SERVICIO ZETA GAS S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM SANTA CRUZ,DISTRACOM S.A.,ACTIVO,CORDOBA,LORICA,23417,9.2407894135,-75.8160858154
ESTACION DE SERVICIO DE GNCV,E.D.S. LA ESTRELLA,COMERCIALIZADORA DE COMBUSTIBLES LA ESTRELLA S.A.S,INACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
TALLER DE CONVERSION,CONVERSION A GAS VEHICULAR,GASAUTO SAS,INACTIVO,QUINDIO,ARMENIA,63001,4.5359802246,-75.6807861328
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL LA UNION - GNV,JARAMILLO ARANGO DISTRIBUCIONES S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,GNV SINCROGAS LTDA,GNV SINCROGAS LTDA,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO NEIVA CENTRO,K-SAVAL ENERGY S.A.S.,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
TALLER DE CONVERSION,GASAUTO 2,GASAUTO SAS,ACTIVO,QUINDIO,ARMENIA,63001,4.5359802246,-75.6807861328
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL PEÑON DEL MAGDALENA,CENTRO DE DIAGNOSTICO AUTOMOTRIZ DEL HUILA S.A.S.,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
IMPORTADOR DE EQUIPOS,RODAR Y RODAR SAS,RODAR Y RODAR SAS,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,GAZEL ALAMEDA,MASSER S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM PARQUE NORTE,DISTRACOM S.A.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS COMBUSTIBLES BECERRA SAS,EDS FLUVIAL COMBUSTIBLES BECERRA SAS,INACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS COMBUSTIBLES BECERRA SAS,EDS FLUVIAL COMBUSTIBLES BECERRA SAS,INACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS COMBUSTIBLES BECERRA SAS,EDS FLUVIAL COMBUSTIBLES BECERRA SAS,INACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
ESTACION DE SERVICIO DE GNCV,CH4 GAS,CONSORTIO SAS,INACTIVO,CUNDINAMARCA,SESQUILE,25736,5.0447602272,-73.7960968018
ESTACION DE SERVICIO DE GNCV,E.D.S. LA GRANJA 02,COMBUSTIBLES LA GRANJA S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,ALTERGAS DE LA COSTA SAS,ALTERGAS DE LA COSTA SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,SUPER STATION PORVENIR,GASOLINERA DEL CARIBE S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,GAS INYECCION MEDELLIN,GAS INYECCION LTDA,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EPM EXPOSICIONES,EMPRESAS PUBLICAS DE MEDELLIN ESP,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,SERVITECA LA CEJA,LUIS COSME HENAO,ACTIVO,ANTIOQUIA,LA CEJA,05376,6.0280618668,-75.42943573
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL PRADO,MAGIOTA LTDA,ACTIVO,VALLE DEL CAUCA,TULUA,76834,4.0853991508,-76.1977310181
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COLOMBA,GEORGES FOUAD EL ACHKAR,ACTIVO,BOYACA,CHIQUINQUIRA,15176,5.6137900352,-73.8187484741
TALLER DE CONVERSION,GASEXPRESS VEHICULAR S.A.S,GASEXPRESS VEHICULAR S.A.S. EN ACUERDO DE REORGANIZACION,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,GASEXPRESS VEHICULAR S.A.S,GASEXPRESS VEHICULAR S.A.S. EN ACUERDO DE REORGANIZACION,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
LABORATORIO DE PRUEBAS HIDROSTATICAS,CRYOTEST SAS,CRYOTEST S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS LOS JOOTH,INGENIERÍA INTEGRAL DE SERVICIOS I2S SAS,INACTIVO,LA GUAJIRA,ALBANIA,44035,11.1516275406,-72.6123199463
ESTACION DE SERVICIO DE GNCV,EDS LA 20 GNV,CARDONA IZA JUAN GUILLERMO,ACTIVO,VALLE DEL CAUCA,CARTAGO,76147,4.7421917915,-75.9243774414
IMPORTADOR DE EQUIPOS,GRUPO CREATIVO G&P SAS,GRUPO CREATIVO G&P SAS,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
TALLER DE CONVERSION,CAMI_GAS,VIVIANA PATRICIA VALENCIA QUINTERO,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
ESTACION DE SERVICIO DE GNCV,EDS GNV MONTECARLO,MASSER S.A.S.,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GASES DEL LLANO S.A. EMPRESA DE SERVICIOS PÚBLICOS,GASES DEL LLANO S.A. EMPRESA DE SERVICIOS PUBLICOS SIC,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,PLANTA GNC MOSQUERA,GTM TRANSMOVIL SAS,INACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO LA PRADERA NEIVA,RUFFIEUX Y CIA S EN C,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
TALLER DE CONVERSION,CENTRO DE ADAPTACIÓN AUTOMOTRIZ A GAS NATURAL MULTIGAS-CARTAGENA,ASESORIAS LEGALES Y EMPRESARIALES S.A.S.,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
TALLER DE CONVERSION,GNV DEL LLANO,VARGAS BETANCOURTH JOSE ANTONIO,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,EDS TERPEL EL DIAMANTE GNV,MASSER S.A.S.,ACTIVO,CESAR,BOSCONIA,20060,9.9750976562,-73.8887634277
ESTACION DE SERVICIO DE GNCV,SERVICENTRO AUTOMOTRÍZ,GAMEZ CARDENAS NOE,ACTIVO,SANTANDER,BARRANCABERMEJA,68081,7.0648570061,-73.8492431641
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO COOPERATIVA DE TRANSPORTADORES LA ANDINA,COOPERATIVA DE TRANSPORTADORES LA ANDINA. SIGLA: COOTRASAN,ACTIVO,VALLE DEL CAUCA,LA UNION,76400,4.5338687897,-76.0996627808
ESTACION DE SERVICIO DE GNCV,AUTOCENTRO PALMIRA,QUIROGA AVILA NUBIA STELLA,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO LA GRAN MANZANA LTDA,ESTACION DE SERVICIO LA GRAN MANZANA LTDA.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,E.D.S. LA ESTRELLA,DISTRIBUCIONES HERNANDEZ GOMEZ LTDA,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,ENERCA- ESTACIÓN DE SERVICIO LA VIRGEN,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,ACTIVO,CASANARE,AGUAZUL,85010,5.1726408005,-72.546836853
TALLER DE CONVERSION,TECNIGAS DEL EJE CAFETERO,VICTOR FELIX CASTILLO MORENO,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LA COLOMBIA,LOPEZ RODRIGUEZ NELSON JAVIER,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ORGANISMO CERTIFICADOR,ALCALDÍA MUNICIPAL LA UNIÓN NARIÑO,ALCALDIA MUNICIPAL,INACTIVO,NARIÑO,LA UNION,52399,1.6002190113,-77.1313171387
COMERCIALIZADOR DE EQUIPOS,LYT LOGISTICA Y TRANSPORTE SAS,LYT LOGISTICA Y TRANSPORTE SAS,ACTIVO,PUTUMAYO,PUERTO ASIS,86568,0.5056269765,-76.496887207
TALLER DE CONVERSION,STAR GAS CAR VALLEDUPAR SAS,STAR GAS CAR VALLEDUPAR SAS,INACTIVO,CESAR,VALLEDUPAR,20001,10.4604721069,-73.2593994141
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO OTUN GAS,MEJIA RIVERA GILBERTO,INACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
ESTACION DE SERVICIO DE GNCV,E.D.S. CARNAVAL,ESTACION DE SERVICIO CARNAVAL S.A.S.,ACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO REGIONAL S.A,ESTACIÓN DE SERVICIO REGIONAL S.A.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
TALLER DE CONVERSION,GASETRONIC GNV S.A.S,GASETRONIC GNV S.A.S,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,EDS CARRERA QUINTA,K-SAVAL ENERGY S.A.S.,INACTIVO,TOLIMA,IBAGUE,73001,4.4322481155,-75.1942520142
ESTACION DE SERVICIO DE GNCV,SERVICENTRO LAS NIEVES,MOCARE S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN PUNTO GAS LAS PALMITAS,INVERSIONES JOSÉ PAVA TOSCANO & CIA. S. EN C.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COESCO LOS ANGELES,COESCO COLOMBIA SAS,ACTIVO,CUNDINAMARCA,CHIA,25175,4.866508007,-74.0500030518
ESTACION DE SERVICIO DE GNCV,ESTACIONES DE SERVICIO MILENIUMGAS SEÑORA VILLAVICENCIO,MOVILGAS LTDA.,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
TALLER DE CONVERSION,VALGAS CIRCUNVALAR,VALGA SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,LOVATO AUTOGAS GNV LTDA,LOVATO AUTOGAS GNV LTDA,ACTIVO,BOYACA,CHIQUINQUIRA,15176,5.6137900352,-73.8187484741
IMPORTADOR DE VEHICULOS,ALAN MARTÍNEZ HERRERA,ALMAHE,INACTIVO,CESAR,VALLEDUPAR,20001,10.4604721069,-73.2593994141
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LOS CEDROS,BOTERO SÁNCHEZ JOSÉ FERNANDO,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO COSTA AZUL,COMBCOR SAS,ACTIVO,CORDOBA,SAHAGUN,23660,8.9430475235,-75.4458312988
TALLER DE CONVERSION,GNV SANTOTO S.A.S.,GNV SANTOTO S.A.S.,INACTIVO,ATLANTICO,SANTO TOMAS,08685,10.7587347031,-74.7578582764
TALLER DE CONVERSION,BONGAUTOS,BONGAUTOS SAS,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ALCANOS DE COLOMBIA S.A. E.S.P.,ALCANOS DE COLOMBIA S.A. E.S.P.,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
ESTACION DE SERVICIO DE GNCV,EDS GNV LA GIRALDA,MASSER S.A.S.,ACTIVO,BOLIVAR,TURBACO,13836,10.3483161926,-75.4272460938
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LA VICTORIA DE CUMARAL GNCV,DISTRIBUCIONES HERNANDEZ VELASQUEZ LDTA,INACTIVO,META,CUMARAL,50226,4.2700419426,-73.4870529175
TALLER DE CONVERSION,MOVIGAS PREMIUM,ORREGO ZULUAGA JUAN ESTEBAN,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
LABORATORIO DE PRUEBAS HIDROSTATICAS,CRYOTEST S.AS.,CRYOTEST S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS LA PERLA DEL SINU GNV,DISPENSADORA DE COMBUSTIBLES S.A.S,ACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
ESTACION DE SERVICIO DE GNCV,PUNTO GAS RECREO,COMBUSTIBLES Y SERVICIOS S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO L AVIRGENCITA SAS,ESTACION DE SERVICIO LA VIRGENCITA SAS,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
ESTACION DE SERVICIO DE GNCV,SERVISANTANDER S.A.S. E.D.S.,SERVISANTANDER S.A.S. E.D.S.,ACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,E.D.S. PAPIROS PARK 2,PAPIROS PARK 2 S.A.S.,INACTIVO,ATLANTICO,PUERTO COLOMBIA,08573,11.0153217316,-74.8886260986
DISTRIBUIDOR COMERCIALIZADOR DE GAS,TODO GAS RISARALDA S.A,TODO GAS RISARALDA S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
IMPORTADOR DE VEHICULOS,NAVITRANS S.A.S.,COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUINARIA SAS,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
COMERCIALIZADOR DE EQUIPOS,TSCASANARE,TANQUES Y SERVICIOS DEL CASANARE S.A.S.,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ALCANOS DE COLOMBIA,ALCANOS DE COLOMBIA S.A. E.S.P.,INACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
TALLER DE CONVERSION,CITYGAS DE LA SABANA S.A.S.,CITYGAS DE LA SABANA S.A.S.,INACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
TALLER DE CONVERSION,VALGAS SAS CIRCUNVALAR,VALGA SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO TEXACO LA AGUACATALA,GRUPO EDS AUTOGAS S.A.S.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO SERVIGUAMO,ESTACION DE SERVICIO SERVIGUAMO,INACTIVO,TOLIMA,GUAMO,73319,4.0309920311,-74.968132019
TALLER DE CONVERSION,POWER GAS CALDAS,GIRALDO PATIÑO MARTIN ALONSO,INACTIVO,CALDAS,LA DORADA,17380,5.4608340263,-74.6688156128
TALLER DE CONVERSION,POWER GAS CALDAS,GIRALDO PATIÑO MARTIN ALONSO,INACTIVO,CALDAS,LA DORADA,17380,5.4608340263,-74.6688156128
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL PUERTA DE ORO - GNV,ESTACION DE SERVICIOS INVERMAX PETROLEROS S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL MANIZALES GNV,MASSER S.A.S.,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
ESTACION DE SERVICIO DE GNCV,EDS SOACHA,GNE SOLUCIONES SAS,ACTIVO,CUNDINAMARCA,SOACHA,25754,4.5792679787,-74.215461731
ESTACION DE SERVICIO DE GNCV,EDS AUTOGAS CRUCE MOSQUERA,GRUPO EDS AUTOGAS S.A.S.,INACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
TALLER DE CONVERSION,CENTRO DE CONVERSION A GAS NATURAL VEHICULAR ZIPAQUIRA,FERAGAS S.A.S,ACTIVO,CUNDINAMARCA,ZIPAQUIRA,25899,5.0254769325,-73.9944458008
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO PALACE,ESCABOR S.A.S.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
TALLER DE CONVERSION,MI GAS S.A.S.,MI GAS S.A.S.,ACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO BRIO MAR Y RIO,GAVIRIA LONDOÑO LUIS ALBERTO,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACIÓN DE SERVICIO LA VIRGEN,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,INACTIVO,CASANARE,AGUAZUL,85010,5.1726408005,-72.546836853
ESTACION DE SERVICIO DE GNCV,EDS LA METRO GNV,INVERSIONES JEPAR S.A.S.,ACTIVO,QUINDIO,CALARCA,63130,4.5209817886,-75.6460876465
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM DIVINO NIÑO,DISTRACOM S.A.,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,EDS GAZEL CONCEPCION,MASSER S.A.S.,ACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ETERNAL SAS,ETERNAL SAS ESP,ACTIVO,CUNDINAMARCA,CAJICA,25126,4.9200091362,-74.0229797363
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO MILENIUM GAS PAVITOS,MOVILGAS LTDA.,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO PRIMAX SAN FELIPE,ACERO HERMANOS Y COMPAÑÍA S.A.S.,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,GNVERDE LA ROSITA,GNVERDE S.A.S.,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
ESTACION DE SERVICIO DE GNCV,EDS PEÑITAS GNV,MASSER S.A.S.,ACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
ESTACION DE SERVICIO DE GNCV,EDS SAN PEDRO,COMERCIAL AVANADE S.A.S,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS SAN PEDRO,COMERCIAL AVANADE S.A.S,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,GAS COMBUSTIBLE S.A. GASCOM S.A.,GAS COMBUSTIBLE S.A. GASCOM S.A.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,SERVICENTRO HERNANDEZ LIMITADA,SERVICENTRO HERNANDEZ LIMITADA,ACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
IMPORTADOR DE EQUIPOS,SURAGAS SA,SURAGAS SA,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS BOLIVAR GAZEL,MASSER S.A.S.,INACTIVO,CAUCA,POPAYAN,19001,2.4596409798,-76.5993804932
ESTACION DE SERVICIO DE GNCV,VÍA GAS,ESTACION DE SERVICIO DON JOSE S.A.S.,ACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
ESTACION DE SERVICIO DE GNCV,TERPEL BUENAVENTURA GNV,MASSER S.A.S.,ACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TEXACO 30 YUMBO,DISTRACOM S.A.,ACTIVO,VALLE DEL CAUCA,YUMBO,76892,3.5400969982,-76.4998931885
DISTRIBUIDOR COMERCIALIZADOR DE GAS,TRANSAGA,TRANSAGA S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,INVERSIONES CF2  SAS,INVERSIONES CF2  SAS,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,GTM TRANSMOVIL SAS,GTM TRANSMOVIL SAS,INACTIVO,CUNDINAMARCA,MOSQUERA,25473,4.7065300941,-74.2211532593
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO GNV APOLO,MASSER S.A.S.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL EL CARMEN - GNV,TERRA COMBUSTIBLES E INGENIERIA S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LOS MUISCAS GNV,COMPRESSED NATURAL GAS COLOMBIA S.A.,INACTIVO,BOYACA,TUNJA,15001,5.5398797989,-73.3555374146
IMPORTADOR DE EQUIPOS,BIABLE INGENIERÍA Y SERVICIOS SAS,BIABLE INGENIERIA Y SERVICIOS SAS,ACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL CAMIONERO Y SU AUTOMOVIL,ECHEVERRI OSSA & CIA DISTRIECHE S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO EL DORADO HIDROCARBUROS,DOING COMPANY S.A.,ACTIVO,META,ACACIAS,50006,3.9904129505,-73.7660369873
ESTACION DE SERVICIO DE GNCV,GREEN EDS LA 28,GREEN S.A.S.,ACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
DISTRIBUIDOR COMERCIALIZADOR DE GAS,MULTISERVICIOS MEKE,MULTISERVICIOS MEKE,INACTIVO,CESAR,TAMALAMEQUE,20787,8.8617248535,-73.812171936
COMERCIALIZADOR DE EQUIPOS,ITACA CONSTRUCCIONES E INVERSIONES SAS,ITACA CONSTRUCCIONES E INVERSIONES SAS,INACTIVO,CAUCA,POPAYAN,19001,2.4596409798,-76.5993804932
TALLER DE CONVERSION,TALLER GAS EXPRESS NORTE,GASEXPRESS VEHICULAR S.A.S. EN ACUERDO DE REORGANIZACION,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS MARBELLA,FEREZ RAMÍREZ SADY DE JESÚS,INACTIVO,CESAR,AGUACHICA,20011,8.3068113327,-73.6140289307
DISTRIBUIDOR COMERCIALIZADOR DE GAS,TOTAL GAS S.A,TOTAL GAS S.A,INACTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,3.9007360935,-76.2989807129
ESTACION DE SERVICIO DE GNCV,GASXI 76,MASSER S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
COMERCIALIZADOR DE EQUIPOS,SURAGAS SA,SURAGAS SA,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ENERCA- ESTACION DE SERVICIO LA VIRGEN,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EMPRESA DE ENERGÍA DE CASANARE S.A E.S.P.,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,ACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
ESTACION DE SERVICIO DE GNCV,ESSO REGIONAL,ESTACIÓN DE SERVICIO REGIONAL S.A.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
TALLER DE CONVERSION,CLINIGAS MONTERÍA,CLINIGAS MONTERÍA S.A.S.,INACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
TALLER DE CONVERSION,SERVIGAS DEL TOLIMA,HAIVER ARLEY LOAIZA AGUDELO,ACTIVO,TOLIMA,IBAGUE,73001,4.4322481155,-75.1942520142
IMPORTADOR DE EQUIPOS,DEINTEC,DEINTEC COLOMBIA SAS,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SUPER STATION PARAISO,COMERCIAL AVANADE S.A.S,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
